"id","quantity_ordered","unit_1","weight_per_unit","unit_2","theoretical_calc","unit_3","trial_batch","unit_4","total_calc","unit_5","calculate_loss","percent_loss","unit_6","plus_loss","unit_7","unit_8","rd_formulas_id","department","subject","plan_order","phone_number","lot","confirm_formula","confirm_formula_date","confirm_formula_inhouse","note","user_create","record_status","created_at","updated_at"
"150","3000.0000","ชิ้น","250.0000","g","750.0000","Kg","10.0000","Kg","760.0000","Kg","22.8000","3.0000","Kg","782.8000","Kg","kg","RDF2502057","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","ATI  Hand & Shower gel","","0955624767","1","🧪CF สูตร 11 MFG13/2/25  RDF2404078_11","CF Date 6/6/25","","3.00 %\nProcess : Hot Process\nอ้างอิงจากสูตร\nMizella Essential Refreshing Liquid Soap","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-04-08 06:36:03","2025-06-17 08:33:18"
"151","1.0000","ชิ้น","1000.0000","กรัม","1.0000","กิโลกรัม","0.0000","","1.0000","กิโลกรัม","0.0000","0.0000","","1.0000","กิโลกรัม","kg","RDF2504038","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Bactocid gel (tester 1 L)","1019","0889853722","0","RDF2503200_1 ยังไม่คอนเฟิร์ม","-","-","","Benjamas Waedudom / R&D","1","2025-04-09 02:01:52","2025-04-09 10:49:17"
"152","82500.0000","ชิ้น","90.0000","g","7425.0000","Kg","10.0000","Kg","7435.0000","Kg","0.0000","0.0000","Kg","7435.0000","Kg","kg","RDF2504005","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","HER HYNESS MARSHMALLOW ACNE DEFENSE SUNSCREEN SPF50+ PA++++","1000","0955624767","1","13 RDF2410086_13 (แต่ ต่เซลล์ ล์แจ้ จ้งลู ลูกค้ ค้าเป็ ป็ น14)","","14","","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-04-09 04:52:01","2025-04-09 04:57:37"
"153","50000.0000","ชิ้น","10.0000","กรัม","500.0000","กิโลกรัม","0.0000","กิโลกรัม","500.0000","กิโลกรัม","10.0000","2.0000","กิโลกรัม","510.0000","","kg","RDF2306179","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Pharmular Dark Spot and Scar Gel 10 ml","1093","0660977899","5","6 (MFG26/6/23)","-","-","RDF2306179_6   Den 1.0","ชรินทร์ทิพย์ / R&D","1","2025-04-10 01:58:38","2025-07-07 06:55:25"
"154","1000.0000","ชิ้น","2.0000","กรัม","2.0000","กิโลกรัม","0.0000","","2.0000","กิโลกรัม","0.0700","3.5000","กิโลกรัม","2.0700","กิโลกรัม","kg","RDF2405092","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ Savannah AquaPure Protection Sunscreen SPF50+ PA+++","1161","0946766466","1","1","14/5/2024","","","Thanyanitchawee/  R&D","1","2025-04-10 10:24:09","2025-09-15 03:38:04"
"155","2000.0000","ชิ้น","30.0000","กรัม","60.0000","กิโลกรัม","","กิโลกรัม","60.0000","กิโลกรัม","1.2000","2.0000","กิโลกรัม","61.2000","กิโลกรัม","kg","RDF2502122","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ CHULADOCTOR ANTI-AGING HYBRID SUNSCREEN (เทสเตอร์)","956","0946766466","1","1 (RDF2502122_1)","1/4/2025","","","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-04-23 07:22:14","2025-05-30 06:40:23"
"156","2800.0000","ชิ้น","250.0000","g","700.0000","Kg","10.0000","Kg","710.0000","Kg","21.3000","3.0000","Kg","731.3000","Kg","kg","RDF2504066","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","ATI Hand & Body wash","1023","0955624767","1","CF สูตร 12 MFG10/4/25","CF date 21/4/25","-","อ้างอิงจากสูตรMizella Essential Refreshing Liquid Soap","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-04-23 10:12:05","2025-05-15 04:50:45"
"157","10000.0000","ชิ้น","30.0000","กรัม","300.0000","กิโลกรัม","0.0000","","300.0000","กิโลกรัม","10.5000","3.5000","กิโลกรัม","310.5000","กิโลกรัม","kg","RDF2406078","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ Mersi Ultra Whitening Smooth Booster","1010","0946766466","3","4","17/4/2025","","","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-04-24 07:21:49","2025-04-24 07:21:49"
"158","5000.0000","ชิ้น","30.0000","กรัม","150.0000","กิโลกรัม","10.0000","กิโลกรัม","160.0000","กิโลกรัม","1.6000","1.0000","กิโลกรัม","161.6000","กิโลกรัม","kg","RDF2504014","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ Foresta Ultimate Serum","1035","0946766466","1","2.2","17/4/2025","","","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-05-06 10:38:40","2025-05-12 08:08:23"
"159","500.0000","ชิ้น","89.0000","กรัม","44.5000","กิโลกรัม","0.0000","กิโลกรัม","44.5000","กิโลกรัม","0.4450","1.0000","กิโลกรัม","44.9450","กิโลกรัม","kg","RDF2211013","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Moringa oil 100 ml","1032","0660977899","3","1","-","-","RDF2211013_1    Den 0.89","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-05-07 03:48:24","2025-05-07 03:51:54"
"160","3000.0000","ชิ้น","250.0000","กรัม","750.0000","กิโลกรัม","0.0000","กิโลกรัม","750.0000","กิโลกรัม","30.0000","4.0000","กิโลกรัม","780.0000","กิโลกรัม","kg","RDF2407170","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Reconence  Texture Body Treatments  lotion.(ขนคุด)","1030","0660977899","7","4","9/10/2024","-","RDF2407170_1  Den 1.0","ชรินทร์ทิพย์ / R&D","1","2025-05-07 04:00:50","2025-05-07 04:00:50"
"161","10000.0000","ชิ้น","100.0000","กรัม","1000.0000","กิโลกรัม","0.0000","กิโลกรัม","1000.0000","กิโลกรัม","50.0000","5.0000","กิโลกรัม","1050.0000","กิโลกรัม","kg","RDF2212009","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Dr.Jel Cleaning Makeup Remover White Acacia Honey Gel Rinse  ( Honey Moon )","1033","0660977899","10","standard","-","-","RDF2212009_1   Den 1.0","ชรินทร์ทิพย์ / R&D","1","2025-05-07 04:26:21","2025-05-07 04:26:21"
"162","1000.0000","ชิ้น","50.0000","g","50.0000","Kg","5.0000","Kg","55.0000","Kg","1.1000","2.0000","Kg","56.1000","Kg","kg","RDF2504028","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","THAI DAO HERB HERBORA CREAM","1036","0955624767","1","2","17/04/2025","-","อ้างอิงจากการผลิตแบบ Cold process","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-05-08 03:59:50","2025-05-08 04:34:38"
"163","1000.0000","ชิ้น","85.2000","กรัม","85.2000","กิโลกรัม","0.0000","กิโลกรัม","85.2000","กิโลกรัม","1.7040","2.0000","กิโลกรัม","86.9040","กิโลกรัม","kg","RDF2505061","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","KP Hair Tonic  100 ml","1004","0660977899","1","standard","-","-","Den 0.852 , RDF2505061_1","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-05-12 03:47:22","2025-05-12 03:47:22"
"164","500.0000","ชิ้น","42.6000","กรัม","21.3000","กิโลกรัม","0.0000","กิโลกรัม","21.3000","กิโลกรัม","0.4260","2.0000","กิโลกรัม","21.7260","กิโลกรัม","kg","RDF2212085","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Nabi Hair Tonic  50 ml","1034","0660977899","16","standard","-","-","Den 0.852  RDF2212085_1","ชรินทร์ทิพย์ / R&D","1","2025-05-12 04:18:49","2025-05-12 04:18:49"
"165","17000.0000","ชิ้น","4.8500","กรัม","82.4500","กิโลกรัม","0.0000","กิโลกรัม","82.4500","กิโลกรัม","4.1230","5.0000","กิโลกรัม","86.5730","กิโลกรัม","kg","RDF2407150","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Jack Nouvelle Perfume (Midnight)  5 ml","1039","0660977899","3","1","-","-","Den 0.97  ,  RDF2407150_1","ชรินทร์ทิพย์ / R&D","1","2025-05-12 04:51:25","2025-05-12 07:25:02"
"166","998.0000","ชิ้น","4.7000","กรัม","4.6910","กิโลกรัม","0.0000","กิโลกรัม","4.6910","กิโลกรัม","0.2350","5.0000","กิโลกรัม","4.9250","กิโลกรัม","kg","RDF2407149","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Jack Nouvelle Perfume (Sport)  5  ml","718","0660977899","2","1","-","-","Den  0.94   RDF2407149_1","ชรินทร์ทิพย์ / R&D","1","2025-05-12 04:54:21","2025-07-08 03:20:16"
"167","10000.0000","ชิ้น","4.7000","กรัม","47.0000","กิโลกรัม","0.0000","กิโลกรัม","47.0000","กิโลกรัม","2.3500","5.0000","กิโลกรัม","49.3500","กิโลกรัม","kg","RDF2503108","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","JACK Nouvelle Perfume (Sky)  5 ml","1043","0660977899","1","2 (MFG05/03/2025)","17/03/2025","-","Den 0.94  RDF2501098_2","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-05-12 07:38:09","2025-05-28 03:35:51"
"168","10000.0000","ชิ้น","4.8500","กรัม","48.5000","กิโลกรัม","0.0000","กิโลกรัม","48.5000","กิโลกรัม","2.4250","5.0000","กิโลกรัม","50.9250","กิโลกรัม","kg","RDF2503109","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","JACK Nouvelle Perfume (Ocean)  5  ml","1044","0660977899","1","2 (MFG05/03/2025)","17/03/2025","-","Den 0.97  RDF2501100_2","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-05-12 08:15:28","2025-05-28 03:37:51"
"169","3000.0000","ชิ้น","30.0000","กรัม","90.0000","กิโลกรัม","10.0000","กิโลกรัม","100.0000","กิโลกรัม","0.7000","0.7000","กิโลกรัม","100.7000","กิโลกรัม","kg","RDF2501106","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","เช็คสารผลิตภัณฑ์ Star Grass Anti Aging Serum (ยังไม่เข้าแผนงาน)","","096-6254984","1","2.1 (RDF2411156_2.1)","","","","ธนพร ปานสาคร / R&D","1","2025-05-16 03:34:55","2025-06-19 01:59:34"
"170","3000.0000","ชิ้น","50.0000","g","150.0000","Kg","","Kg","150.0000","Kg","3.0000","2.0000","Kg","153.0000","Kg","kg","RDF2504073","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","THAI DAO HERB HERBORA CREAM","1107","0955624767","2","2 RDF2503129_2","17/04/2568","-","อ้างอิง Loss จาก Seoul Cream","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-05-20 04:24:43","2025-07-14 06:27:34"
"171","30000.0000","ชิ้น","15.0000","g","450.0000","Kg","0.0000","Kg","450.0000","Kg","20.2500","4.5000","Kg","470.2500","Kg","kg","RDF2504027","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Yamana poko serum กลิ่น Dream in Vagus ความหนืดเดิม","908","0955624767","7","1   RDF2412066_1","11/2024","","อ้างอิงจากการผลิต Yamana Poko Serum (กลิ่น Sexy Fragrance)","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-05-21 09:26:17","2025-05-23 10:59:54"
"172","1000.0000","ชิ้น","50.0000","g","50.0000","Kg","5.0000","Kg","55.0000","Kg","1.6500","3.0000","Kg","56.6500","Kg","kg","RDF2501153","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","W.diary Celestique Detox Clay Mask","1054","0955624767","1","3.2  RDF2501119_3.2","02/2025","","","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-05-21 09:51:24","2025-05-21 10:18:36"
"173","1000.0000","ชิ้น","332.5000","กรัม","332.5000","กิโลกรัม","10.0000","กิโลกรัม","342.5000","กิโลกรัม","6.8500","2.0000","กิโลกรัม","349.3500","กิโลกรัม","kg","RDF2504062","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","W.diary Global Radiant Body Treatment Moisturizer","1052","0889853722","1","5     RDF2405096_5","17/05/25","","HOT PROCESS\nอ้างอิงจากเนื้อ SEOUL Moist Reju Cream","Thanaporn/  R&D","1","2025-05-22 07:52:28","2025-07-11 08:06:27"
"174","1000.0000","ชิ้น","196.0000","กรัม","196.0000","กิโลกรัม","10.0000","กิโลกรัม","206.0000","กิโลกรัม","2.0600","1.0000","กิโลกรัม","208.0600","กิโลกรัม","kg","RDF2504015","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ W diary Hybrid Lightweight Body Sunscreen","1078","0946766466","2","2","19/05/25","","Density 0.98","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-05-27 08:37:20","2025-06-25 04:34:23"
"175","5000.0000","ชิ้น","8.3000","กรัม","41.5000","กิโลกรัม","","กิโลกรัม","41.5000","กิโลกรัม","1.2450","3.0000","กิโลกรัม","42.7450","กิโลกรัม","kg","RDF2403076","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ W diary Glowy Plumping  Balm","1136","0946766466","2","1","11/07/24","","ค่า Density 0.83","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-05-27 09:16:22","2025-08-21 09:36:06"
"176","5.0000","ชิ้น","2970.0000","กรัม","14.8500","กิโลกรัม","0.0000","กิโลกรัม","14.8500","กิโลกรัม","0.1480","1.0000","กิโลกรัม","14.9980","กิโลกรัม","kg","RDF2505080","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","MiniMori Nano Silver Sanitizing Spray (กลิ่น Lavender+Peppermint)  แกลลอน 3000 ml","1152","0660977899","1","1.2 (MFG19/5/25)","26/5/2025","-","RDF2505079_1.2  Den 0.99","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-05-29 08:33:33","2025-09-05 01:59:29"
"177","5.0000","ชิ้น","2970.0000","กรัม","14.8500","กิโลกรัม","0.0000","กิโลกรัม","14.8500","กิโลกรัม","0.1480","1.0000","กิโลกรัม","14.9980","กิโลกรัม","kg","RDF2505156","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","MiniMori Nano Silver Sanitizing Spray (Unscented)  แกลลอน 3000 ml","1153","0660977899","1","1.2 (MFG19/5/25)","26/5/25","-","RDF2505155_1.2  Den 0.99","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-05-29 08:37:46","2025-09-05 02:02:22"
"178","5000.0000","ชิ้น","30.0000","กรัม","150.0000","กิโลกรัม","10.0000","กิโลกรัม","160.0000","กิโลกรัม","4.0000","2.5000","กิโลกรัม","164.0000","กิโลกรัม","kg","RDF2504058","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Roukins Ceramide hydro balancing and soothing moisturizer lotion","1067","0889853722","1","4 (RDF2410045_4)","21/05/25","","อ้างอิง %loss จาก Roma fully face cream\nDen = 1","Benjamas Waedudom / R&D","1","2025-06-06 09:51:01","2025-06-18 04:01:44"
"179","5000.0000","ชิ้น","19.2000","กรัม","96.0000","กิโลกรัม","9.7900","กิโลกรัม","105.7900","กิโลกรัม","2.1160","2.0000","กิโลกรัม","107.9060","กิโลกรัม","kg","RDF2412103","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Roukins Anti Acne And Dark Spot Treatment Serum  20 ml","1068","0660977899","1","2 (MFG24/1/2025)","30/1/2025","-","RDF2410068_2  Den 0.96","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-06-10 02:19:22","2025-06-13 03:27:20"
"180","10000.0000","ชิ้น","200.0000","กรัม","2000.0000","กิโลกรัม","10.0000","กิโลกรัม","2010.0000","กิโลกรัม","20.1000","1.0000","กิโลกรัม","2030.1000","กิโลกรัม","kg","RDF2504030","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","VERI MOIST AQUAPURE MICELLAR CLEANSING WATER  200 ml","1065","0968180782","1","3 (MFG 9/4/25)","18/4/25","-","RDF2502129_3\nDensity = 1","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-06-11 07:33:25","2025-06-13 02:57:07"
"181","3000.0000","ชิ้น","50.0000","g","150.0000","Kg","10.0000","Kg","160.0000","Kg","5.6000","3.5000","Kg","165.6000","Kg","kg","RDF2505143","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Foot Soft Cream","1083","0955624767","1","CFสูตร1.1 (MFG23/05/25)  RDF2505143_1.1","05/2025","","อ้างอิงจาก THANNISA FOOT SOFT CREAM","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-06-16 03:39:50","2025-06-16 03:39:50"
"182","3000.0000","ชิ้น","45.0000","g","135.0000","Kg","0.0000","Kg","135.0000","Kg","1.3500","1.0000","Kg","136.3500","Kg","kg","RDF2505142","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Foot Spa","1084","0955624767","1","CFสูตร1 (MFG23/05/25) RDF2505142_1","05/2025","","อ้างอิงจาก THANNISA EXFOLIATING FOOT SPA","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-06-16 03:47:01","2025-06-16 03:47:01"
"183","150.0000","ชิ้น","30.0000","กรัม","4.5000","กิโลกรัม","0.0000","","4.5000","กิโลกรัม","0.0000","0.0000","","4.5000","กิโลกรัม","kg","RDF2506069","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","เทสเตอร์ I\m teen nano cream 4.5 กิโลกรัม,1046,063-241-4993,0 (เทสเตอร์),ยังไม่คอนเฟิร์มสูตร,NULL,NULL,RDF2506069_1 Den 1.0 \nไม่ต้องเผื่อ loss \nใช้สารในแลปทั้งหมด,Rinthanan.Sup / R&D,1,2025-06-17 09:57:37,2025-06-18 03:51:09"
"184","150.0000","ชิ้น","50.0000","กรัม","7.5000","กิโลกรัม","0.0000","","7.5000","กิโลกรัม","0.3000","4.0000","กิโลกรัม","7.8000","กิโลกรัม","kg","RDF2506084","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ Multara Treatment (Tester)","","0946766466","Tester","","","","","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-06-18 06:14:10","2025-06-18 06:14:10"
"185","150.0000","ชิ้น","50.0000","กรัม","7.5000","กิโลกรัม","0.0000","","7.5000","กิโลกรัม","0.2250","3.0000","กิโลกรัม","7.7250","กิโลกรัม","kg","RDF2506157","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์  Tester Multara Shampoo","1085","0946766466","Tester","7.6","","","","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-06-23 06:13:39","2025-06-23 06:21:49"
"186","150.0000","ชิ้น","46.0000","กรัม","6.9000","กิโลกรัม","0.0000","","6.9000","กิโลกรัม","0.1380","2.0000","กิโลกรัม","7.0380","กิโลกรัม","kg","RDF2506131","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ Tester Multara Treament","1086","0946766466","Tester","5.5","19/6/2025","","Density 0.92","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-06-23 06:47:26","2025-06-23 06:47:26"
"187","3000.0000","ชิ้น","30.0000","กรัม","90.0000","กิโลกรัม","9.0000","กิโลกรัม","99.0000","กิโลกรัม","2.9700","3.0000","กิโลกรัม","101.9700","กิโลกรัม","kg","RDF2503150","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบสำหรับผลิตภัณฑ์ Niki Essentials Essential Solar Shield SPF 50+ PA++++","1101","096-6254984","1","3 (RDF2409022_3)","12/06/25","","Hot Process : อ้างอิงเนื้อจาก Pharmular See Through Hybrid Sunscreen Serum SPF 50+ PA++++","ธนพร ปานสาคร / R&D","1","2025-06-23 10:08:10","2025-07-11 07:23:55"
"188","10000.0000","ชิ้น","30.0000","กรัม","300.0000","กิโลกรัม","0.0000","","300.0000","กิโลกรัม","10.5000","3.5000","กิโลกรัม","310.5000","กิโลกรัม","kg","RDF2406061","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ Mersi Ultra Whitening Smooth Booster","1087","0946766466","4","4","17/4/2024","","","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-06-27 07:12:05","2025-06-27 07:40:07"
"189","3000.0000","ชิ้น","100.0000","กรัม","300.0000","กิโลกรัม","10.0000","กิโลกรัม","310.0000","กิโลกรัม","9.3000","3.0000","กิโลกรัม","319.3000","กิโลกรัม","kg","RDF2505043","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","PHARMULAR ULTRAMOIST CLEANSING GEL","1079","0660977899","1","9.2 (MFG 3/4/25)","23/4/25","-","RDF2408126_9.2     Den 1.0","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-07-02 09:40:22","2025-07-02 09:47:45"
"190","1000.0000","ชิ้น","200.0000","กรัม","200.0000","กิโลกรัม","10.0000","กิโลกรัม","210.0000","กิโลกรัม","9.0300","4.3000","กิโลกรัม","219.0300","กิโลกรัม","kg","RDF2411085","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Hydration Comfort Body Cloud Lotion","1082","0660977899","1","2 (MFG 22/1/25)","4/2/25","-","RDF2402161_2  Den 1.0","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-07-02 09:45:49","2025-07-02 09:49:43"
"191","3000.0000","ชิ้น","29.6400","g","88.9200","Kg","9.0000","Kg","97.9200","Kg","2.9380","3.0000","Kg","100.8580","Kg","kg","RDF2506204","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","The Genuine The Ultimate Sunscreen For Men","1094","0955624767","1","สูตร 4 (MFG 22/04/2025)","6/5/25","5 RDF2506204_1","อ้างอิง % loss จาก Pharmular Sunscreen\n*** Den 0.988***","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-07-02 10:16:21","2025-07-04 04:04:45"
"192","5000.0000","ชิ้น","30.0000","g","150.0000","Kg","10.0000","Kg","160.0000","Kg","2.4000","1.5000","Kg","162.4000","Kg","kg","RDF2411051","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Foresta Brittany Power Essence","1095","0955624767","1","2 RDF2410026_2","3/12/67","","ของเหลวเหมือนน้ำเปล่า","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-07-02 10:21:41","2025-07-02 10:43:55"
"193","1000.0000","ชิ้น","171.0000","กรัม","171.0000","กิโลกรัม","0.0000","กิโลกรัม","171.0000","กิโลกรัม","6.8400","4.0000","กิโลกรัม","177.8400","กิโลกรัม","kg","RDF2505107","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","W.DIARY BLUE MELATINOL BIPHASE BODY SERUM IN OIL  250 ml (part น้ำ)","1128","0660977899","2","3 (MFG 27/5/25 )","30/5/2025","-","part น้ำ   RDF2405137_3  den 1.0\nสัดส่วน น้ำ คือ 68.4%","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-07-02 10:24:31","2025-08-15 07:28:17"
"194","1000.0000","ชิ้น","65.5700","กรัม","65.5700","กิโลกรัม","0.0000","กิโลกรัม","65.5700","กิโลกรัม","0.9840","1.5000","กิโลกรัม","66.5540","กิโลกรัม","kg","RDF2506176","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","W.DIARY BLUE MELATINOL BIPHASE BODY SERUM IN OIL  250 ml  part oil","1128","0660977899","2","3","30/5/2025","-","part oil  RDF2405137_3.2   Den 0.83 สัดส่วน คือ 31.6%","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-07-02 10:29:28","2025-08-15 07:28:58"
"195","10000.0000","ชิ้น","30.0000","g","300.0000","Kg","0.0000","Kg","300.0000","Kg","0.0000","0.0000","Kg","300.0000","Kg","kg","RDF2212024","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","HER HYNESS HYDRA GLOW ADVANCED SKIN BOOSTER SERUM","1098","0955624767","11","3 RDF2212075_3","2022","","ไม่เผื่อ Loss","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-07-02 10:31:55","2025-07-02 10:31:55"
"196","10000.0000","ชิ้น","30.0000","g","300.0000","Kg","0.0000","Kg","300.0000","Kg","0.0000","0.0000","Kg","300.0000","Kg","kg","RDF2303049","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","HER HYNESS HYDRA GLOW ADVANCED SKIN BOOSTER SERUM","1098","0955624767","11","1 RDF2303049_1","","","","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-07-02 11:01:24","2025-07-02 11:01:24"
"197","3000.0000","ชิ้น","100.0000","กรัม","300.0000","กิโลกรัม","10.0000","กิโลกรัม","310.0000","กิโลกรัม","52.7000","17.0000","กิโลกรัม","362.7000","กิโลกรัม","kg","RDF2506072","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Mercuri SOAP With Almond & Walnut Scrubs 100 g","1100","0968180782","1","สูตร 3.2 (MFG13/06/2025) RDF2506072_3.2","19/06/25","-","% loss อ้างอิงจากสูตร Seoul Pink Plankton Mask Soap = 17%","Jiratchaya .cha / R&D","1","2025-07-03 06:49:06","2025-07-22 09:15:06"
"198","3000.0000","ชิ้น","29.1000","g","87.3000","Kg","9.0000","Kg","96.3000","Kg","2.8890","3.0000","Kg","99.1890","Kg","kg","RDF2506149","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","The Genuine The Ultimate Sunscreen For Men","1094","0955624767","1","สูตร 4 (MFG 22/04/2025)","6/5/25","5 RDF2506204_1","อ้างอิง % loss จาก Pharmular Sunscreen\n\nลด% Lingostem ลงจาก 1% เหลือ\n\nDen 0.97","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-07-08 07:31:32","2025-07-08 07:59:14"
"199","100000.0000","ชิ้น","39.2000","g","3920.0000","Kg","10.0000","Kg","3930.0000","Kg","78.6000","2.0000","Kg","4008.6000","Kg","kg","RDF2507044","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","LA GLACE BROAD SPECTRUM DAILY","998","0955624767","1","CFสู สูตร1.4 (MFG24/1/25)","12/03/2025","1.2 RDF2506168_1.2  CF 09/07/2025","Den = 0.98\nอ้างอิงจาก Her hyness Sunscreen 50 ml (สูตรเก่า)","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-07-09 09:07:18","2025-07-09 09:20:42"
