"id","formula_masters_id","sline_id","sob_master_id","step_number","parent","bmr_show","sub_line_number","step_type","test_method","text_detail","specification","created_at","updated_at"
"5002","MF2502010","8","SOB001","4","","1","4","0","pH METER","ความเป็นกรด-เบส (pH)","7.0 -8.0","2025-02-07 04:02:10","2025-02-07 04:11:30"
"5003","MF2502010","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","2025-02-07 04:02:10","2025-02-07 04:02:10"
"5004","MF2502010","10","SOB001","6","","1","6","0","ถ้วยวัดความถ่วงจำเพาะ (Density cup)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1","2025-02-07 04:02:10","2025-02-07 04:12:05"
"5005","MF2502010","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","2025-02-07 04:02:10","2025-02-07 04:02:10"
"5006","MF2502011","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","โทนเนอร์","2025-02-07 04:03:24","2025-02-07 04:07:18"
"5007","MF2502011","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","2025-02-07 04:03:24","2025-02-07 04:03:24"
"5008","MF2502011","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งใส","2025-02-07 04:03:24","2025-02-07 04:07:19"
"5009","MF2502011","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี","2025-02-07 04:03:24","2025-02-07 04:03:24"
"5010","MF2502011","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","2025-02-07 04:03:24","2025-02-07 04:07:23"
"5011","MF2502011","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่น RCF00020","2025-02-07 04:03:24","2025-02-07 04:07:35"
"5012","MF2502011","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น","2025-02-07 04:03:24","2025-02-07 04:03:24"
"5013","MF2502011","8","SOB001","4","","1","4","0","pH METER","ความเป็นกรด-เบส (pH)","7.50-8.50","2025-02-07 04:03:24","2025-02-07 04:07:14"
"5014","MF2502011","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","2025-02-07 04:03:24","2025-02-07 04:03:24"
"5015","MF2502011","10","SOB001","6","","1","6","0","ถ้วยวัดความถ่วงจำเพาะ (Density cup)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1","2025-02-07 04:03:24","2025-02-07 04:12:48"
"5016","MF2502011","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","2025-02-07 04:03:24","2025-02-07 04:03:24"
"5017","MF2502012","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีม","2025-02-20 02:00:16","2025-02-20 03:51:53"
"5018","MF2502012","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","2025-02-20 02:00:16","2025-02-20 03:52:01"
"5019","MF2502012","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","2025-02-20 02:00:16","2025-02-20 03:52:03"
"5020","MF2502012","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาวอมเหลือง","2025-02-20 02:00:16","2025-02-20 03:52:09"
"5021","MF2502012","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","2025-02-20 02:00:16","2025-02-20 03:52:10"
"5022","MF2502012","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","2025-02-20 02:00:16","2025-02-20 02:00:16"
"5023","MF2502012","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เนื้อครีมเกลี่ยง่าย,ไม่มัน,เคลือบผิว","2025-02-20 02:00:16","2025-02-20 03:55:58"
"5024","MF2502012","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","6.0-7.0","2025-02-20 02:00:16","2025-02-20 03:53:23"
"5025","MF2502012","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","Rotor 4, 6rpm","2025-02-20 02:00:16","2025-02-20 03:53:36"
"5026","MF2502012","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.0","2025-02-20 02:00:16","2025-02-20 03:53:26"
"5027","MF2502012","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","2025-02-20 02:00:16","2025-02-20 02:00:16"
"5028","MF2502013","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีม","2025-02-20 05:48:10","2025-02-20 06:11:33"
"5029","MF2502013","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","2025-02-20 05:48:10","2025-02-20 06:11:46"
"5030","MF2502013","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","2025-02-20 05:48:10","2025-02-20 06:11:47"
"5031","MF2502013","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ขาว","2025-02-20 05:48:10","2025-02-20 06:11:52"
"5032","MF2502013","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","2025-02-20 05:48:10","2025-02-20 06:11:53"
"5033","MF2502013","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่นเฉพาะตัว","2025-02-20 05:48:10","2025-02-20 06:12:05"
"5034","MF2502013","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เกลี่ยง่าย ไม่หนักผิว","2025-02-20 05:48:10","2025-02-20 06:12:17"
"5035","MF2502013","8","SOB001","4","","1","4","0","- เครื่องวัด pH (pH Meter)","ความเป็นกรด-เบส (pH)","7-8","2025-02-20 05:48:10","2025-02-20 06:12:44"
"5036","MF2502013","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","S4, 12rpm, %T>60","2025-02-20 05:48:10","2025-02-20 06:13:12"
"5037","MF2502013","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1","2025-02-20 05:48:10","2025-02-20 06:13:14"
"5038","MF2502013","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","2025-02-20 05:48:10","2025-02-20 05:48:10"
"5039","MF2502014","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","ของเหลว","2025-02-21 06:28:22","2025-02-21 07:11:28"
"5040","MF2502014","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","2025-02-21 06:28:22","2025-02-21 06:28:22"
"5041","MF2502014","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งแสง","2025-02-21 06:28:22","2025-02-21 07:11:32"
"5042","MF2502014","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีน้ำตาลตามตัวอย่าง","2025-02-21 06:28:22","2025-02-21 07:11:37"
"5043","MF2502014","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","2025-02-21 06:28:22","2025-02-21 07:11:38"
"5044","MF2502014","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่น Turmeric oil+น้ำผึ้ง","2025-02-21 06:28:22","2025-02-21 07:11:56"
"5045","MF2502014","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เจลเหลวล้างแล้วมีฟองเล็กน้อย","2025-02-21 06:28:22","2025-02-21 07:12:07"
"5046","MF2502014","8","SOB001","4","","1","4","0","pH METER","ความเป็นกรด-เบส (pH)","6-7","2025-02-21 06:28:22","2025-02-25 02:49:23"
"5047","MF2502014","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","Rotor 2, 6rpm","2025-02-21 06:28:22","2025-02-21 07:12:22"
"5048","MF2502014","10","SOB001","6","","1","6","0","DENSITY CUP","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.0","2025-02-21 06:28:22","2025-02-25 02:49:37"
"5049","MF2502014","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","2025-02-21 06:28:22","2025-02-21 06:28:22"
"5050","MF2502015","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เจล","2025-02-27 06:31:54","2025-03-03 02:38:00"
"5051","MF2502015","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","2025-02-27 06:31:54","2025-03-03 02:38:50"
"5052","MF2502015","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งใส","2025-02-27 06:31:54","2025-03-03 02:41:28"
"5053","MF2502015","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีแดง","2025-02-27 06:31:54","2025-03-03 02:41:33"
"5054","MF2502015","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","2025-02-27 06:31:54","2025-03-03 02:41:34"
"5055","MF2502015","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่นเฉพาะตัว","2025-02-27 06:31:54","2025-03-03 02:41:45"
"5056","MF2502015","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น","2025-02-27 06:31:54","2025-02-27 06:31:54"
"5057","MF2502015","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","5.0-6.0","2025-02-27 06:31:54","2025-08-28 07:13:35"
"5058","MF2502015","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","2025-02-27 06:31:54","2025-02-27 06:31:54"
"5059","MF2502015","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","2025-02-27 06:31:54","2025-02-27 06:31:54"
"5060","MF2502015","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","2025-02-27 06:31:54","2025-02-27 06:31:54"
"5061","MF2502016","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เจล","2025-02-27 06:40:37","2025-03-03 02:30:45"
"5062","MF2502016","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่่งแข็งกึ่งเหลว","2025-02-27 06:40:37","2025-03-03 02:30:58"
"5063","MF2502016","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งใส","2025-02-27 06:40:37","2025-03-03 02:30:59"
"5064","MF2502016","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีฟ้า","2025-02-27 06:40:37","2025-03-03 02:31:04"
"5065","MF2502016","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","2025-02-27 06:40:37","2025-03-03 02:31:05"
"5066","MF2502016","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่น RCF00059","2025-02-27 06:40:37","2025-03-03 02:31:33"
"5067","MF2502016","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น","2025-02-27 06:40:37","2025-02-27 06:40:37"
"5068","MF2502016","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","-","2025-02-27 06:40:37","2025-02-27 06:40:37"
"5069","MF2502016","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","2025-02-27 06:40:37","2025-02-27 06:40:37"
"5070","MF2502016","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","2025-02-27 06:40:37","2025-02-27 06:40:37"
"5071","MF2502016","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","2025-02-27 06:40:37","2025-02-27 06:40:37"
"5072","MF2502017","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เจล","2025-02-27 06:41:29","2025-03-03 02:15:12"
"5073","MF2502017","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","2025-02-27 06:41:29","2025-03-03 02:15:22"
"5074","MF2502017","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งใส","2025-02-27 06:41:29","2025-03-03 02:15:23"
"5075","MF2502017","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ไม่มีสี-สีเหลืองอ่อน","2025-02-27 06:41:29","2025-03-03 02:15:30"
"5076","MF2502017","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","2025-02-27 06:41:29","2025-03-03 02:15:31"
"5077","MF2502017","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่น RCF00067","2025-02-27 06:41:29","2025-03-03 02:15:47"
"5078","MF2502017","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น","2025-02-27 06:41:29","2025-02-27 06:41:29"
"5079","MF2502017","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","-","2025-02-27 06:41:29","2025-02-27 06:41:29"
"5080","MF2502017","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","2025-02-27 06:41:29","2025-02-27 06:41:29"
"5081","MF2502017","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","2025-02-27 06:41:29","2025-02-27 06:41:29"
"5082","MF2502017","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","2025-02-27 06:41:29","2025-02-27 06:41:29"
"5083","MF2502018","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เจล","2025-02-27 06:42:29","2025-03-03 02:06:46"
"5084","MF2502018","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","2025-02-27 06:42:29","2025-03-03 02:06:56"
"5085","MF2502018","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","โปร่งใส","2025-02-27 06:42:29","2025-03-03 02:06:59"
"5086","MF2502018","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีฟ้า","2025-02-27 06:42:29","2025-03-03 02:07:03"
"5087","MF2502018","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","2025-02-27 06:42:29","2025-03-03 02:07:04"
"5088","MF2502018","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่นเฉพาะตัว","2025-02-27 06:42:29","2025-03-03 02:07:21"
"5089","MF2502018","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น","2025-02-27 06:42:29","2025-02-27 06:42:29"
"5090","MF2502018","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","-","2025-02-27 06:42:29","2025-02-27 06:42:29"
"5091","MF2502018","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","2025-02-27 06:42:29","2025-02-27 06:42:29"
"5092","MF2502018","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","-","2025-02-27 06:42:29","2025-02-27 06:42:29"
"5093","MF2502018","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","2025-02-27 06:42:29","2025-02-27 06:42:29"
"5094","MF2502019","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เซรั่ม","2025-02-28 08:36:45","2025-02-28 08:36:45"
"5095","MF2502019","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","ของเหลว","2025-02-28 08:36:45","2025-02-28 08:36:45"
"5096","MF2502019","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","2025-02-28 08:36:45","2025-08-20 10:09:54"
"5097","MF2502019","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ของเหลวสีน้ำตาลอมแดง","2025-02-28 08:36:45","2025-08-20 10:10:16"
"5098","MF2502019","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","2025-02-28 08:36:45","2025-08-20 10:10:17"
"5099","MF2502019","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่นเฉพาะตัว","2025-02-28 08:36:45","2025-08-20 10:10:25"
"5100","MF2502019","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสลื่น เกลี่ยง่าย","2025-02-28 08:36:45","2025-08-20 10:10:38"
"5101","MF2502019","8","SOB001","4","","1","4","0","เครื่องวัด pH (pH Meter)","ความเป็นกรด-เบส (pH)","5-6 (5.25)","2025-02-28 08:36:45","2025-08-20 10:11:32"
"5102","MF2502019","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","-","2025-02-28 08:36:45","2025-02-28 08:36:45"
"5103","MF2502019","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1","2025-02-28 08:36:45","2025-08-20 10:11:10"
"5104","MF2502019","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","2025-02-28 08:36:45","2025-02-28 08:36:45"
"5105","MF2503001","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีมเหลว","2025-03-03 07:14:26","2025-03-03 07:31:44"
"5106","MF2503001","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","2025-03-03 07:14:26","2025-03-03 07:31:49"
"5107","MF2503001","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","2025-03-03 07:14:26","2025-03-03 07:31:50"
"5108","MF2503001","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาว","2025-03-03 07:14:26","2025-03-03 07:31:58"
"5109","MF2503001","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","2025-03-03 07:14:26","2025-03-03 07:31:59"
"5110","MF2503001","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","2025-03-03 07:14:26","2025-03-03 07:14:26"
"5111","MF2503001","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","สัมผัสนุ่มลื่นคล้ายซิลิโคน กันน้ำ","2025-03-03 07:14:26","2025-03-03 07:32:09"
"5112","MF2503001","8","SOB001","4","","1","4","0","pH METER","ความเป็นกรด-เบส (pH)","6.5-7.5","2025-03-03 07:14:26","2025-03-03 07:32:40"
"5113","MF2503001","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","Rotor4, 6rpm","2025-03-03 07:14:26","2025-03-03 07:33:01"
"5114","MF2503001","10","SOB001","6","","1","6","0","Gravimetric cup","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.0","2025-03-03 07:14:26","2025-03-03 07:32:57"
"5115","MF2503001","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","2025-03-03 07:14:26","2025-03-03 07:14:26"
"5116","MF2503002","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีม","2025-03-05 08:57:26","2025-03-05 09:48:55"
"5117","MF2503002","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","2025-03-05 08:57:26","2025-03-05 09:49:03"
"5118","MF2503002","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","2025-03-05 08:57:26","2025-03-05 09:49:05"
"5119","MF2503002","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีเบจตามตัวอย่าง","2025-03-05 08:57:26","2025-03-05 09:49:13"
"5120","MF2503002","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","2025-03-05 08:57:26","2025-03-05 09:49:13"
"5121","MF2503002","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","ไม่มีกลิ่น","2025-03-05 08:57:26","2025-03-05 08:57:26"
"5122","MF2503002","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เนื้อครีมบางเบาเคลือบผิว","2025-03-05 08:57:26","2025-03-05 09:49:30"
"5123","MF2503002","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","6.0-7.0","2025-03-05 08:57:26","2025-03-05 09:50:29"
"5124","MF2503002","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","Rotor 4, 6 rpm","2025-03-05 08:57:26","2025-03-05 09:50:37"
"5125","MF2503002","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1.0","2025-03-05 08:57:26","2025-03-05 09:50:38"
"5126","MF2503002","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","2025-03-05 08:57:26","2025-03-05 08:57:26"
"5127","MF2503003","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีม","2025-03-06 04:47:15","2025-03-06 04:51:54"
"5128","MF2503003","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","2025-03-06 04:47:15","2025-03-06 04:51:57"
"5129","MF2503003","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","2025-03-06 04:47:15","2025-03-06 04:51:59"
"5130","MF2503003","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","ขาว","2025-03-06 04:47:15","2025-03-06 04:52:04"
"5131","MF2503003","5","SOB001","4","1","1","1","0","สังเกตด้วยตา (Visual)","- ความเป็นเนื้อเดียวกัน(Homogeneity)","เป็นเนื้อเดียวกัน","2025-03-06 04:47:15","2025-03-06 04:52:05"
"5132","MF2503003","6","SOB001","2","","1","2","0","ดมกลิ่น  (Smell)","กลิ่น (Odor)","กลิ่นเฉพาะตัว","2025-03-06 04:47:15","2025-03-06 04:52:11"
"5133","MF2503003","7","SOB001","3","","1","3","0","สัมผัสด้วยมือ (Touch)","เนื้อสัมผัส (Texture)","เกลี่ยง่าย ไม่หนักผิว","2025-03-06 04:47:15","2025-03-06 04:52:15"
"5134","MF2503003","8","SOB001","4","","1","4","0","- กระดาษยูนิเวอร์ซัลอินดิเคเตอร์ (Universal indicator)","ความเป็นกรด-เบส (pH)","7.50-8.50","2025-03-06 04:47:15","2025-03-06 04:52:27"
"5135","MF2503003","9","SOB001","5","","1","5","0","Laboratory Viscometers","ความหนืด (Viscosity) *ถ้ามี","S4,60rpm, %T>60","2025-03-06 04:47:15","2025-03-06 04:53:05"
"5136","MF2503003","10","SOB001","6","","1","6","0","- กระบอกตวง (cylinder)","ความถ่วงจำเพาะ (Specific gravity) *ถ้ามี","1","2025-03-06 04:47:15","2025-03-06 04:53:07"
"5137","MF2503003","12","SOB001","7","","1","7","0","(น้ำหนักที่ได้ / น้ำหนักตามทฤษฏี) x 100","%yield","-","2025-03-06 04:47:15","2025-03-06 04:47:15"
"5138","MF2503004","1","SOB001","1","","1","1","0","สังเกตด้วยตา (Visual)","ลักษณะภายนอก (Appearances)","เนื้อครีม","2025-03-07 09:59:10","2025-03-10 04:01:15"
"5139","MF2503004","2","SOB001","1","1","1","1","0","สังเกตด้วยตา (Visual)","- สถานะ(State)","กึ่งแข็งกึ่งเหลว","2025-03-07 09:59:10","2025-03-10 04:01:22"
"5140","MF2503004","3","SOB001","2","1","1","1","0","สังเกตด้วยตา (Visual)","- ความใส(Clarity)","ทึบแสง","2025-03-07 09:59:10","2025-03-10 03:49:08"
"5141","MF2503004","4","SOB001","3","1","1","1","0","สังเกตด้วยตา (Visual)","- สี(Color)","สีขาวทึบ- ออกเหลืองอ่อน","2025-03-07 09:59:10","2025-03-10 04:01:36"
