"id","formula_masters_id","ppart_action","step_number","sub_number","pdetails","ptime","ptemp","paction_output","psts_check","remark","created_at","updated_at"
"2534","MF2502015","A","2","","ค่อยๆโปรยวัตถุดิบลำดับที่ 3 ▢ RC00Y001 ลงในขั้นตอนที่ 1 ปั่นด้วยความเร็วรอบ 500-1000 rpm จนละลายเข้ากันดี","10-20","-","เนื้อเจลใสไม่มีสี - สีเหลืองอ่อน กลิ่นเฉพาะตัว","","","2025-03-03 02:32:49","2025-03-03 02:36:23"
"2535","MF2502015","A+B","3","","เติมวัตถุดิบลำดับที่ 4 \n▢ RC00R007, \nวัตถุดิบลำดับที่ 5 \n▢ RC00P025, \nวัตถุดิบลำดับที่ 6 \n▢ RC00P039\nวัตถุดิบลำดับที่ 7 \n▢ RC00I003  และ\nวัตถุดิบลำดับที่ 8  \n▢ RC00M021 ลงในขั้นตอนที่ 2 ปั่นด้วยความเร็วรอบ 500-1000 rpm จนละลายเข้ากันดี","10-20","45-50","เนื้อเจลใสไม่มีสี - สีเหลืองอ่อน กลิ่นเฉพาะตัว","","","2025-03-03 02:32:57","2025-03-03 02:36:34"
"2536","MF2502015","A+B+C","4","","จากนั้นเติมวัตถุดิบลำดับที่ 9 \n▢ RCC00019,\nวัตถุดิบลำดับที่ 10\n▢ RC00S003 และ\nวัตถุดิบลำดับที่ 11\n▢LAB00006 ลงในขั้นตอนที่ 3 ปั่นด้วยความเร็วรอบ 500-1000 rpm จนเข้ากัน","10-20","-","เนื้อเจลใสสีแดง กลิ่นเฉพาะตัว","","","2025-03-03 02:33:03","2025-03-03 02:37:55"
"2537","MF2503001","B","2","","ค่อยๆเติมวัตถุดิบทีละตัวต่อเนื่องกันลงในขั้นตอนที่ 1 ได้แก่ วัตถุดิบลำดับที่ 7 ▢RC00M045, วัตถุดิบลำดับที่ 10 ▢RC00S005, วัตถุดิบลำดับที่ 11 ▢RC00S072, วัตถุดิบลำดับที่ 12 ▢RC00A026,\nวัตถุดิบลำดับที่ 13 ▢RC00S046 และ\nวัตถุดิบลำดับที่ 14 ▢RC00L007 ปั่นผสมที่ความเร็วรอบ 500-1000 rpm","20-30","-","ของเหลวสีน้ำตาลอ่อน","","","2025-03-03 07:22:21","2025-08-22 02:26:03"
"2539","MF2503001","B","1","","เตรียม part B โดยเทวัตถุดิบลำดับที่ 8 ▢RC00H008 และวัตถุดิบลำดับที่ 9 ▢RC00S027 ลงในหม้อผสม นำเข้าเครื่องปั่น จากนั้นค่อยๆเติมวัตถุดิบลำดับที่ 6 ▢RC00C033 ทีละส่วนพร้อมกับปั่นผสมด้วยใบพัดที่ความเร็วรอบ 500-1000 rpm เช็คดูว่าวัตถุดิบไม่เป็นลิ่มหรือเม็ดเล็กๆ จึงค่อยเติมตัวถัดไป","20-30","-","ของเหลวสีน้ำตาลอ่อน","","","2025-03-03 07:25:54","2025-08-22 01:42:36"
"2542","MF2503001","B","3","","ค่อยๆโปรยวัตถุดิบลำดับที่ 15 ▢RC00S061 ลงในขั้นตอนที่ 2 ปั่นผสมที่ความเร็วรอบ 500-1000 rpm","10-20","-","ของเหลวสีน้ำตาลอ่อน","","","2025-03-03 07:28:14","2025-08-22 02:31:19"
"2543","MF2503001","A","4","","เตรียม part A โดยชั่งวัตถุลำดับที่ 1 ▢RC000000 (น้ำอุณหภูมิห้อง) ลงในถังสีขาว จากนั้นโปรยวัตถุดิบลำดับที่ 2 ▢RC00E017,\nวัตถุดิบลำดับที่ 3 ▢RMSNS00020, วัตถุดิบลำดับที่ 4 RC00L023 และวัตถุดิบลำดับที่ 5 RC00R017\nคนผสมด้วยไม้พาย","5-10","-","ของเหลวสีน้ำตาล","","","2025-03-03 07:28:32","2025-08-22 02:31:22"
"2544","MF2503001","A+B","5","","ผสม part A+B โดยค่อยๆเท ▢part A ทีละส่วน ลงใน part B ปั่นผสมโดยใช้หัว Homo ที่ความเร็วรอบ 1000-1500 rpm ปั่นจนเป็นเนื้อเดียวกันก่อนเติมส่วนถัดไป ใช้ความเร็วรอบคงที่ในการปั่น","15-20","-","ของเหลวสีขาว","","","2025-03-03 07:29:04","2025-08-22 02:31:48"
"2545","MF2503001","A+B+C","6","","ปิดรอบปั่นแล้วค่อยๆโปรยวัตถุดิบลำดับที่ 16 ▢RC00G012 ลงในขั้นตอนที่ 5 จนหมด จากนั้นเปิดรอบ ปั่นผสมที่ความเร็วรอบ 1000-1500 rpm","5-10","-","ของเหลวสีขาว","","","2025-03-03 07:29:28","2025-08-22 02:32:15"
"2546","MF2503001","A+B+C","7","","เติมวัตถุดิบลำดับที่ 17 ▢RC00S003 และวัตถุดิบลำดับที่ 18 ▢RC00G004 ลงในขั้นตอนที่ 9 ปั่นผสมที่ความเร็วรอบ 1000-1500 rpm","1-5","-","ของเหลวสีขาว","","","2025-03-03 07:30:04","2025-08-22 02:32:20"
"2547","MF2503001","A+B+C","8","","เติมวัตถุดิบลำดับที่ 19 ▢RC00T031 ลงในขั้นตอนที่ 7 โดยเทผ่านตะแกรงด้ามสีขาว ปั่นผสมที่ความเร็วรอบ 1000-1500 rpm\n*ระวังไม่ให้วัตถุดิบส่วนที่แห้งและแข็งลงไปในหม้อ","5-10","-","ของเหลวสีขาว","","","2025-03-03 07:30:29","2025-08-22 02:33:24"
"2548","MF2503001","A+B+C","9","","เติมวัตถุดิบลำดับที่ 20 ▢RC00T022 ลงในขั้นตอนที่ 8 โดยเทผ่านตะแกรงด้ามสีขาว ปั่นผสมที่ความเร็วรอบ 1000-1500 rpm\n*ระวังไม่ให้วัตถุดิบส่วนที่แห้งและแข็งลงไปในหม้อ","5-10","-","ของเหลวสีขาว","","","2025-03-03 07:30:52","2025-08-22 02:33:26"
"2549","MF2503002","D","1","","เตรียม part D โดยชั่งวัดถุดิบลำดับที่ 11 ▢RC000000(น้ำอุณหภูมิห้อง) ลงในหม้อ จากนั้นค่อยๆโปรยวัตถุดิบลำดับที่ 12 ▢RC00A032 ลงไปปั่นผสมที่ความเร็วรอบ 500-800 rpm","20-30","-","เนื้อเจลใส","","","2025-03-05 09:07:55","2025-03-05 09:09:59"
"2550","MF2503002","B","2","","เตรียม part B โดยให้ความร้อนวัตถุดิบลำดับที่ 3 ▢RC00C033, วัตถุดิบลำดับที่ 4 ▢RC00M045, วัตถุดิบลำดับที่ 5 ▢RC00U001 ใช้ไม้พายคนผสมจนวัตถุดิบละลายหมด","10-15","80-90","ของเหลวใส","","","2025-03-05 09:10:06","2025-03-05 09:13:42"
"2551","MF2503002","B","3","","เตรียม part B ต่อโดยเติมวัตถุดิบลำดับที่ 6 ▢RC00P002, วัตถุดิบลำดับที่ 7 ▢RC00P003, วัตถุดิบลำดับที่ 8 ▢RC00L006 และวัตถุดิบลำดับที่ 9 ▢RC00S062 ลงในขั้นตอนที่ 2 คนผสมจนวัตถุดิบละลายหมด","10-15","70-75","ของเหลวใส มีฟองที่ผิวหน้าเล็กน้อย","","","2025-03-05 09:11:54","2025-03-05 09:27:27"
"2552","MF2503002","A","4","","เตรียม part A โดยชั่งวัตถุดิบลำดับที่ 1 ▢RC000000(น้ำร้อน) ลงในหม้อผสม จากนั้นโปรยวัตถุดิบลำดับที่ 2 ▢RC00E003 ลงในหม้อ ปั่นผสมที่ความเร็วรอบ 100-300 rpm","1-2","75-80","ของเหลวใส","","","2025-03-05 09:14:32","2025-03-05 09:27:32"
"2553","MF2503002","A+B","5","","ผสม part A+B โดยค่อยๆเท ▢part B ลงใน part A (เทเป็นสาย) ปั่นผสมที่ความเร็วรอบ 500-800 rpm","5-10","<75","ของเหลวสีขาว","","","2025-03-05 09:27:48","2025-03-05 09:29:31"
"2554","MF2503002","A+B+C","6","","เติมวัตถุดิบลำดับที่ 10 ▢RC00V001 ลงในขั้นตอนที่ 5 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","5-10","<75","ของเหลวสีขาว","","","2025-03-05 09:29:34","2025-03-05 09:32:32"
"2555","MF2503002","A+B+C+D","7","","เติม ▢part D ลงในขั้นตอนที่ 6 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","5-10","<65","เนื้อครีมสีขาว","","","2025-03-05 09:32:38","2025-03-05 09:33:27"
"2556","MF2503002","A+B+C+D+E","8","","เติมวัตถุดิบลำดับที่ 13 ▢RC00I004 ลงในขั้นตอนที่ 7 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","5-10","<60","เนื้อครีมสีขาว","","","2025-03-05 09:33:39","2025-03-05 09:34:55"
"2557","MF2503002","A+B+C+D+E","9","","เติมวัตถุดิบลำดับที่ 14 ▢RC00T022 ลงในขั้นตอนที่ 8 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","5-10","<50","เนื้อครีมสีขาว","","","2025-03-05 09:34:59","2025-03-05 09:35:37"
"2558","MF2503002","A+B+C+D+E","10","","เติมวัตถุดิบลำดับที่ 15 ▢RC00S003 และวัตถุดิบลำดับที่ 16 ▢RC00S075 ลงในขั้นตอนที่ 9 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","1-5","<50","เนื้อครีมสีขาว","","","2025-03-05 09:35:46","2025-03-05 09:36:34"
"2559","MF2503002","A+B+C+D+E","11","","เติมวัตถุดิบลำดับที่ 17 ▢RC00M013 ลงในขั้นตอนที่ 10 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","5-10","<50","เนื้อครีมสีขาว","","","2025-03-05 09:36:37","2025-03-05 09:39:46"
"2560","MF2503002","A+B+C+D+E","12","","เติมวัตถุดิบลำดับที่ 18 ▢RC00K009 ลงในขั้นตอนที่ 11 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","5-10","<50","เนื้อครีมสีขาว","","","2025-03-05 09:37:36","2025-03-05 09:39:47"
"2561","MF2503002","A+B+C+D+E+F","13","","แต่งสีตามตัวอย่างโดยใช้วัตถุดิบลำดับที่ 19▢RC00C041, วัตถุดิบลำดับที่ 20 ▢RC00C034 และวัตถุดิบลำดับที่ 21 ▢RC00C038 ชั่งน้ำหนักแต่ละสีตามที่กำหนดไว้ ค่อยๆเติมลงในขั้นตอนที่ 12 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","20-30","<50","เนื้อครีมสีเบจตามตัวอย่าง","","","2025-03-05 09:40:06","2025-03-05 09:42:30"
"2562","MF2503002","A+B+C+D+E+F+G","14","","เมื่อได้สีตามตัวอย่างแล้ว เติมวัตถุดิบลำดับที่ 22 ▢RC00E001 ปั่นผสมที่ความเร็วรอบ 500-700 rpm ปั่นเบาๆจนกลิตเตอร์ทองกระจายทั่วเนื้อครีม","10-15","-","เนื้อครีมสีเบจตามตัวอย่าง","","","2025-03-05 09:42:38","2025-03-05 09:48:17"
"2563","MF2503003","C","1","","▢ RC000000 (7) ลงในหม้อผสมเล็กจากนั้นค่อยเติม Part C ที่เหลือทีละตัว ได้แก่\n▢RC00L004 (9)\n▢RC00A032 (8)\n*** ควรแช่ไว้ข้ามคืนเพื่อให้ RC00A032 พองตัวดี***","-","-","เนื้อเจล โปร่งใส","","","2025-03-06 04:47:54","2025-03-06 04:51:40"
"2564","MF2503003","B","2","","นำ Part B ใส่หม้อผสมเล็กไปให้ความร้อนจนละลายเป็นเนื้อเดียวกัน ได้แก่\n▢RC00U001	(2)\n▢RC00C033 (3)\n▢RC00P002 (4)\n▢RC00P003 (5)\n▢RC00S062  (6)\nใช้ไม้พายช่วยคนผสมให้ละลายเป็นระยะๆ\n*** แนะนำให้เติมตัวที่เป็นของเหลวลงในหม้อผสมเล็กก่อน พอร้อนจึงค่อยเติมสารที่เป็นผงตามลงไป***","15-30","70-75","ของเหลว โปร่งใส สีเหลืองอ่อน","","","2025-03-06 04:48:06","2025-03-06 04:51:32"
"2565","MF2503003","A","3","","▢ชั่งน้ำร้อน RC000000 (1) ลงในหม้อผสมใหญ่\n*** ก่อนชั่งขอน้ำร้อนอุณหภูมิ90องศาเซลเซียสขึ้นไปค่ะ***","1-5","75-80","ของเหลว โปร่งใส","","","2025-03-06 04:48:15","2025-03-06 04:51:19"
"2566","MF2503003","A+B","4","","ค่อย ๆ เท▢ข้อ2. ลงใน▢ข้อ3.\nปั่นผสมให้เข้ากันเป็นเนื้อเดียวที่ความเร็วรอบ300-700 rp","15-30","65-70","ของเหลว สีขาวทึบ","","","2025-03-06 04:48:24","2025-03-06 04:51:03"
"2567","MF2503003","A+B+D","5","","เติม ▢RC00T022 (10) ลงในข้อ4. ปั่นผสมให้เข้ากันเป็นเนื้อเดียวที่ความเร็วรอบ300-700 rpm","10-20","55-60","ของเหลว สีขาวทึบ","","","2025-03-06 04:48:33","2025-03-06 04:50:54"
"2568","MF2503003","A+B+C+D","6","","เติม ▢Part C ที่พองตัวดีแล้ว ลงในข้อ5. ปั่นผสมให้เข้ากันเป็นเนื้อเดียวที่ความเร็วรอบ300-700 rpm","10-20","55-60","ของเหลว สีขาวทึบ","","","2025-03-06 04:48:44","2025-03-06 04:50:25"
"2569","MF2503003","A+B+C+D+E","7","","เติม ▢RC00S003 (11) ลงในข้อ6. ปั่นผสมให้เข้ากันเป็นเนื้อเดียวที่ความเร็วรอบ300-700 rpm","5-10","40-45","เนื้อครีมสีขาวทึบ","","","2025-03-06 04:48:56","2025-03-06 04:50:13"
"2570","MF2503003","A+B+C+D+E+F","8","","เติม ▢Part F ได้แก่ \n▢RC00S016 (12)\n▢RC00S015 (13)\nลงในข้อ7. ปั่นผสมให้เข้ากันเป็นเนื้อเดียวที่ความเร็วรอบ300-700 rpm","5-10","-","เนื้อครีมสีขาวทึบ pH =7.5-8.5","","","2025-03-06 04:49:09","2025-03-06 04:50:02"
"2571","MF2503003","ปั่น Bulk","9","","ตักเนื้อลงถัง Bulk จากนั้นปั่นผสมให้เข้ากันอีกรอบ","1-5","-","เนื้อครีมสีขาวทึบ pH =7.5-8.5","","","2025-03-06 04:49:18","2025-03-06 04:49:47"
"2572","MF2503004","A","1","","ชั่งวัตถุดิบลำดับที่ 1 \n▢RC000000 (น้ำปกติ) ลงในหม้อผสมใหญ่ จากนั้นเติมวัตถุดิบลำดับที่ 2 \n▢RC00N011 และ \nวัตถุดิบลำดับที่ 3 \n▢RC00L004	 ปั่นผสมให้เข้ากันด้วยความเร็วรอบ 200-500 rpm","5-10","-","ของเหลวใส ไม่มีสี กลิ่นเฉพาะตัว","","","2025-03-10 02:23:12","2025-03-10 04:35:35"
"2573","MF2503004","A","2","","จากนั้นค่อยๆเติมวัตถุดิบลำดับที่ 4\n▢RC00A038 ลงไปในขั้นตอนที่ 1 ปั่นผสมให้เข้ากันด้วยความเร็วรอบ 500-1000 rpm","10-20","-","เนื้อเจลสีขาวขุ่น มีความหนืด กลิ่นเฉพาะตัว","","","2025-03-10 02:27:12","2025-03-10 04:35:29"
"2574","MF2503004","A+B","3","","ค่อยๆเติมวัตถุดิบลำดับที่ 5\n▢ RC00N004 และวัตถุดิบลำดับที่ 6  ▢ RC00E026  ลงในขั้นตอนที่ 2  ปั่นผสมให้เข้ากันด้วยความเร็วรอบ 500-1000 rpm","10-20","-","เนื้อเจลสีขาวทึบ มีความหนืด กลิ่นเฉพาะตัว","","","2025-03-10 02:29:01","2025-03-10 02:38:53"
"2575","MF2503004","A+B+C","4","","เติมวัตถุดิบลำดับที่ 7\n▢RC00T022 และ \nวัตถุดิบลำดับที่ 8\n▢RC00S015 ปั่นผสมให้เข้ากันด้วยความเร็วรอบ 300-800 rpm","10-20","-","เนื้อเจลสีขาวทึบ มีความหนืด กลิ่นเฉพาะตัว","","","2025-03-10 02:39:15","2025-03-10 04:35:43"
"2576","MF2503004","D","5","","ชั่งวัตถุดิบลำดับที่ 9 ▢RC000000 (น้ำปกติ) ลงในหม้อผสมเล็ก จากนั้นเติม วัตถุดิบลำดับที่ 10 ▢RC00R007 ,วัตถุดิบลำดับที่ 11 ▢RC00P047 , วัตถุดิบลำดับที่ 12 ▢RC00L028	และวัตถุดิบลำดับที่ 13 ▢RC00L029 คนผสมให้เข้ากันด้วยไม้พาย","5-10","-","ของเหลวใส ไม่มีสี - สีเหลืองอ่อน กลิ่นเฉพาะตัว","","","2025-03-10 02:49:07","2025-03-10 04:35:57"
"2577","MF2503004","A+B+C+D","6","","จากนั้นค่อยๆเติม Part D ลงในหม้อผสมใหญ่ ปั่นผสมให้เข้ากันด้วยความเร็วรอบ 300-800 rpm","10-20","-","เนื้อเจลสีขาวทึบ มีความหนืด กลิ่นเฉพาะตัว","","","2025-03-10 03:51:30","2025-03-10 03:59:01"
"2578","MF2503004","A+B+C+D+E","7","","เติม Part E ลงในขั้นตอนที่ 6 ได้แก่ วัตถุดิบลำดับที่ 14 ▢RC00P023 ,วัตถุดิบลำดับที่ 15 ▢RC00S003, วัตถุดิบลำดับที่ 16 ▢RC00S075 และ วัตถุดิบลำดับที่ 17 ▢RC00M013 ปั่นผสมให้เข้ากันด้วยความเร็วรอบ 300-800 rpm","10-20","-","เนื้อเจลสีขาวทึบ มีความหนืด กลิ่นเฉพาะตัว","","","2025-03-10 03:58:23","2025-03-10 04:36:19"
"2579","MF2503005","D","1","","เตรียม part D โดยชั่งวัดถุดิบลำดับที่ 11 ▢RC000000(น้ำอุณหภูมิห้อง) ลงในหม้อ จากนั้นค่อยๆโปรยวัตถุดิบลำดับที่ 12 ▢RC00A032 ลงไปปั่นผสมที่ความเร็วรอบ 500-800 rpm","20-30","-","เนื้อเจลใส","","","2025-03-11 02:03:16","2025-03-11 02:03:49"
"2580","MF2503005","B","2","","เตรียม part B โดยให้ความร้อนวัตถุดิบลำดับที่ 3 ▢RC00C033, วัตถุดิบลำดับที่ 4 ▢RC00M045, วัตถุดิบลำดับที่ 5 ▢RC00U001 ใช้ไม้พายคนผสมจนวัตถุดิบละลายหมด","10-15","80-90","ของเหลวใส","","","2025-03-11 02:03:54","2025-03-11 02:04:14"
"2581","MF2503005","B","3","","เตรียม part B ต่อโดยเติมวัตถุดิบลำดับที่ 6 ▢RC00P002, วัตถุดิบลำดับที่ 7 ▢RC00P003, วัตถุดิบลำดับที่ 8 ▢RC00L006 และวัตถุดิบลำดับที่ 9 ▢RC00S062 ลงในขั้นตอนที่ 2 คนผสมจนวัตถุดิบละลายหมด","10-15","70-75","ของเหลวใส มีฟองที่ผิวหน้าเล็กน้อย","","","2025-03-11 02:04:23","2025-03-11 02:04:42"
"2582","MF2503005","A","4","","เตรียม part A โดยชั่งวัตถุดิบลำดับที่ 1 ▢RC000000(น้ำร้อน) ลงในหม้อผสม จากนั้นโปรยวัตถุดิบลำดับที่ 2 ▢RC00E003 ลงในหม้อ ปั่นผสมที่ความเร็วรอบ 100-300 rpm","1-2","75-80","ของเหลวใส","","","2025-03-11 02:04:51","2025-03-11 02:05:09"
"2583","MF2503005","A+B","5","","ผสม part A+B โดยค่อยๆเท ▢part B ลงใน part A (เทเป็นสาย) ปั่นผสมที่ความเร็วรอบ 500-800 rpm","5-10","<75","ของเหลวสีขาว","","","2025-03-11 02:05:18","2025-03-11 02:05:36"
"2584","MF2503005","A+B+C","6","","เติมวัตถุดิบลำดับที่ 10 ▢RC00V001 ลงในขั้นตอนที่ 5 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","5-10","<75","ของเหลวสีขาว","","","2025-03-11 02:05:43","2025-03-11 02:06:02"
"2585","MF2503005","A+B+C+D","7","","เติม ▢part D ลงในขั้นตอนที่ 6 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","5-10","<65","เนื้อครีมสีขาว","","","2025-03-11 02:06:08","2025-03-11 02:06:27"
"2586","MF2503005","A+B+C+D+E","8","","เติมวัตถุดิบลำดับที่ 13 ▢RC00I004 ลงในขั้นตอนที่ 7 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","5-10","<60","เนื้อครีมสีขาว","","","2025-03-11 02:07:04","2025-03-11 02:07:22"
"2587","MF2503005","A+B+C+D+E","9","","เติมวัตถุดิบลำดับที่ 14 ▢RC00T022 ลงในขั้นตอนที่ 8 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","5-10","<50","เนื้อครีมสีขาว","","","2025-03-11 02:07:28","2025-03-11 02:07:46"
"2588","MF2503005","A+B+C+D+E","10","","เติมวัตถุดิบลำดับที่ 15 ▢RC00S003 และวัตถุดิบลำดับที่ 16 ▢RC00S075 ลงในขั้นตอนที่ 9 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","1-5","<50","เนื้อครีมสีขาว","","","2025-03-11 02:07:53","2025-03-11 02:08:11"
"2589","MF2503005","A+B+C+D+E","11","","เติมวัตถุดิบลำดับที่ 17 ▢RC00M013 ลงในขั้นตอนที่ 10 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","5-10","<50","เนื้อครีมสีขาว","","","2025-03-11 02:08:15","2025-03-11 02:08:38"
"2590","MF2503005","A+B+C+D+E","12","","เติมวัตถุดิบลำดับที่ 18 ▢RC00K009 ลงในขั้นตอนที่ 11 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","5-10","<50","เนื้อครีมสีขาว","","","2025-03-11 02:09:01","2025-03-11 02:09:30"
"2591","MF2503005","A+B+C+D+E+F","13","","แต่งสีตามตัวอย่างโดยใช้วัตถุดิบลำดับที่ 19▢RC00C041, วัตถุดิบลำดับที่ 20 ▢RC00C034 และวัตถุดิบลำดับที่ 21 ▢RC00C038 ชั่งน้ำหนักแต่ละสีตามที่กำหนดไว้ ค่อยๆเติมลงในขั้นตอนที่ 12 ปั่นผสมที่ความเร็วรอบ 500-800 rpm","20-30","<50","เนื้อครีมสีเบจตามตัวอย่าง","","","2025-03-11 02:09:33","2025-03-11 02:10:04"
"2592","MF2503005","A+B+C+D+E+F+G","14","","เมื่อได้สีตามตัวอย่างแล้ว เติมวัตถุดิบลำดับที่ 22 ▢RC00E001 ปั่นผสมที่ความเร็วรอบ 500-700 rpm ปั่นเบาๆจนกลิตเตอร์ทองกระจายทั่วเนื้อครีม","10-15","-","เนื้อครีมสีเบจตามตัวอย่าง","","","2025-03-11 02:10:10","2025-03-11 02:10:34"
"2593","MF2503006","A","1","","เตรียม part A โดยชั่งวัตถุดิบลำดับที่ 1 ▢RC000000 (น้ำอุณหภูมิห้อง) ลงในหม้อผสม ค่อยๆโปรยวัตถุดิบลำดับที่ 2 ▢RC00V010 ลงในหม้อผสม ปั่นผสมที่ความเร็วรอบ 100-400 rpm ใช้หัวปั่นใบพัดตลอดการผสมเมื่อเนื้อกระจายตัวดีแล้ว พักเนื้อไว้ 1 ชั่วโมง","40-60","-","ของเหลวขุ่น","","","2025-03-11 04:20:00","2025-08-13 07:55:15"
"2594","MF2503006","B","2","","เตรียม part B โดยชั่งวัตถุดิบลำดับที่ 3 ▢RC000000 ลงในหม้อ เติมวัตถุดิบลำดับที่ 4 ▢RC00M040, วัตถุดิบลำดับที่ 5 ▢RC00P023 และวัตถุดิบลำดับที่ 6 ▢RC00L004 คนผสมด้วยไม้พายจนวัตถุดิบละลายหมด","5-10","-","ของเหลวใส","","","2025-03-11 04:46:09","2025-03-11 04:52:48"
"2595","MF2503007","A","1","","ชั่ง ▢RC000000 (1) ลงในหม้อผสม จากนั้นเติม Part A ทีละตัว ได้แก่ ▢RC00I005 (2) และ ▢RC00O003 (3) ปั่นผสมที่ความเร็วรอบ 100-300 rpm\nจนเข้ากันเป็นเนื้อเดียว","5-10","-","ของเหลว ใส","","","2025-03-11 04:49:12","2025-03-11 04:56:24"
"2596","MF2503007","B","2","","เติม ▢RC00R007 (4) ลงในหม้อผสมเล็ก จากนั้นโปรย ▢RC00X001 (5) ลงไป คนผสมจน RC00X001 (5) กระจายตัวดี","3-5","-","ของเหลว โปร่งแสง \nสีเหลืองอ่อน","","","2025-03-11 04:51:06","2025-03-11 04:51:35"
"2597","MF2503007","A+B","3","","เติมขั้นตอนที่ 2 ลงในขั้นตอนที่ 1 ปั่นผสมที่ความเร็วรอบ 200-700 rpm จนกว่า RC00X001 (5)  จะพองตัวสมบูรณ์","20-30","-","ของเหลว โปร่งแสง","","","2025-03-11 04:51:42","2025-03-11 04:54:13"
"2598","MF2503007","A+B+C","4","","เติม Part C ทีละตัว ได้แก่ ▢RC00W002 (6) และ ▢RC00C012 (7) ลงในขั้นตอนที่ 3 ปั่นผสมที่ความเร็วรอบ 300-700 rpm จนเข้ากันเป็นเนื้อเดียว","5-10","-","ของเหลว โปร่งแสง","","","2025-03-11 04:53:17","2025-03-11 04:56:12"
"2599","MF2503006","A+B","3","","ผสม part A+B โดยค่อยๆเติม ▢part B ลงใน part A ปั่นผสมที่ความเร็วรอบ 100-400 rpm","15-20","-","ของเหลวขุ่น","","","2025-03-11 04:53:34","2025-08-13 07:57:10"
"2600","MF2503007","A+B+C+D","5","","เติม Part D ▢RC00G006 (8) ลงในขั้นตอนที่ 4 ปั่นผสมที่ความเร็วรอบ 300-700 rpm จนเข้ากันเป็นเนื้อเดียว","5-10","-","ของเหลว โปร่งแสง","","","2025-03-11 04:54:55","2025-03-11 04:57:00"
"2601","MF2503006","A+B+C","4","","เติมวัตถุดิบลำดับที่ 7 ▢RC00S015 ลงในขั้นตอนที่ 3 ปั่นผสมที่ความเร็วรอบ 100-400 rpm","30-35","-","ของเหลวสีขาวทึบ","","","2025-03-11 04:56:02","2025-08-13 07:57:17"
"2602","MF2503007","A+B+C+D+E","6","","เติม Part E ▢RCF00026 (9) ลงในขั้นตอนที่ 5 ปั่นผสมที่ความเร็วรอบ 300-700 rpm จนเข้ากันเป็นเนื้อเดียว","5-10","-","ของเหลว โปร่งแสง กลิ่น RCF00026","","","2025-03-11 04:56:41","2025-03-11 04:58:16"
"2603","MF2503006","A+B+C","5","","เติมวัตถุดิบลำดับที่ 8 ▢RC00S016 ลงในขั้นตอนที่ 4 ปั่นผสมที่ความเร็วรอบ 100-400 rpm","15-20","-","ของเหลวสีขาวอมเหลือง","","","2025-03-11 05:00:06","2025-08-13 07:57:29"
"2604","MF2503006","A+B+C","6","","เติมวัตถุดิบลำดับที่ 9 ▢RC00T022 ลงในขั้นตอนที่ 5 (ใช้ตะแกรงด้ามสีขาวกรอง) ปั่นผสมที่ความเร็วรอบ 100-400 rpm","15-20","-","ของเหลวสีขาวอมเหลือง","","","2025-03-11 06:05:36","2025-08-13 07:57:52"
"2605","MF2503006","A+B+C","7","","เติมวัตถุดิบลำดับที่ 10 ▢RC00ฺ029 ลงในขั้นตอนที่ 6 ปั่นผสมที่ความเร็วรอบ 100-400 rpm","5-10","-","ของเหลวสีขาวอมเหลือง","","","2025-03-11 06:06:24","2025-08-13 07:58:06"
"2606","MF2503006","A+B+C","8","","เติมวัตถุดิบลำดับที่ 11 ▢RC00G012 ลงในขั้นตอนที่ 7 ปั่นผสมที่ความเร็วรอบ 100-400 rpm","15-20","-","ของเหลวสีขาวอมเหลือง","","","2025-03-11 06:07:22","2025-08-13 07:58:10"
"2607","MF2503011","A","1","","ชั่งวัตถุดิบลำดับที่ 1 \n▢RC000000 (น้ำปกติ) ลงในหม้อผสมใหญ่ จากนั้นเติมวัตถุดิบลำดับที่ 2 \n▢RC00L004	และค่อยๆเติมวัตถุดิบลำดับที่ 3\n▢RC00A038 ลงไปปั่นผสมให้เข้ากันด้วยความเร็วรอบ 500-1000 rpm","10-20","-","เนื้อเจลสีขาวขุ่น มีความหนืด กลิ่นเฉพาะตัว","","","2025-03-11 09:24:31","2025-03-11 09:26:40"
"2608","MF2503011","A+B","2","","ค่อยๆเติมวัตถุดิบลำดับที่ 4\n▢ RC00N004   ลงในขั้นตอนที่ 1  ปั่นผสมให้เข้ากันด้วยความเร็วรอบ 500-1000 rpm","5-10","-","เนื้อเจลสีขาวทึบ มีความหนืด กลิ่นเฉพาะตัว","","","2025-03-11 09:25:56","2025-03-11 09:27:16"
