"id","fda_number","th_name","en_name","type","file_json","companies_id","fml_code","fml_name","genus","specie","part_used","solven","solven_group","note","cas_no","ins_no","part_use","record_status","created_at","updated_at"
"9796","N-0030861","","PALMYRA PALM SUGAR FLAVORING (NATURE IDENTICAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9797","N-0030862","","STEVIOL GLYCOSIDES FROM STEVIA REBAUDIANA BERTONI (REBAUDIOSIDE A 63.2%, REBAUDIOSIDE C 13.7%, STEVIOSIDE 8.83%, REBAUDIOSIDE B 4.35%, REBAUDIOSIDE F 2.75%, REBAUDIOSIDE M 1.62%, RUBUSOSIDE 0.501%, OTHER STEVIOL GLYCOSIDES 2.90%)","FA","breakdown-component","3","","","","","","","","","-","960a","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9798","N-0030863","","APPLE PECTIN (65%)","AI","breakdown-component","3","","","","","","","","","9000-69-5","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9799","N-0030864","เนื้อปลาทูน่ารมควัน","SMOKED TUNA","ING","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9800","N-0030865","","EARL GREY TEA FLAVOUR (NATURE IDENTICAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9801","N-0030866","วุ้นมะพร้าว / วุ้นน้ำมะพร้าว","NATA DE COCO","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9802","N-0030867","วุ้นมะพร้าวในน้ำเชื่อม / วุ้นน้ำมะพร้าวในน้ำเชื่อม","NATA DE COCO IN SYRUP","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9803","N-0030868","ยีสต์สด (จากยีสต์สายพันธุ์ SACCHAROMYCES CEREVISIAE)","FRESH YEAST (FROM SACCHAROMYCES CEREVISIAE)","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9804","N-0030871","ยีสต์แห้ง (จากยีสต์สายพันธุ์ SACCHAROMYCES CEREVISIAE)","DRIED YEAST (FROM SACCHAROMYCES CEREVISIAE)","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9805","N-0030872","ยีสต์แห้ง (จากยีสต์สายพันธุ์ SACCHAROMYCES FRAGILIS)","DRIED YEAST (FROM  SACCHAROMYCES FRAGILIS)","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9806","N-0030873","ยีสต์แห้ง (จากยีสต์สายพันธุ์ TORULA UTILIS)","DRIED YEAST (FROM TORULA UTILIS)","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9807","N-0030874","ARABINOGALACTAN* (RESISTAID®)(สธ 1010/244 ลงวันที่ 7 มกราคม 2565)","","AI","breakdown-component","3","","","","","","","","","9036-66-2","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9808","N-0030875","","EARL GREY TEA  FLAVORING (ARTIFICIAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9809","N-0030876","","BLACK SESAME FLAVORING (ARTIFICIAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9810","N-0030877","น้ำมะเขือเทศเข้มข้นชนิดผง*(FRUITFLOW® II SD)(สธ 1010.4/9799 ลงวันที่ 9 กรกฎาคม 2564)","","AI","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9811","N-0030878","","CORIANDER SEED OIL FLAVORING (NATURAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9812","N-0030879","","WHITE WINE FLAVORING (NATURE IDENTICAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9813","N-0030880","","DL-ALPHA-TOCOPHERYL ACETATE (98%)","NU","breakdown-component","3","","","","","","","","","7695-91-2","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9814","N-0030881","EPA และ DHA 90% จากน้ำมันปลาชนิดอื่นเข้มข้นสูง","EPA AND DHA 90% FROM HIGHLY CONCENTRATED UNNAMED FISH OIL","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9815","N-0030882","EPA และ DHA 50% จากน้ำมันปลาชนิดอื่นเข้มข้น","EPA AND DHA 50% FROM CONCENTRATED UNNAMED FISH OIL","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9816","N-0030883","ปลาช่อนย่าง","","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9817","N-0030884","","STEVIOL GLYCOSIDES FROM STEVIA REBAUDIANA BERTONI (REBAUDIOSIDE A 82.5%, STEVIOSIDE 13.9%, REBAUDIOSIDE C 1.4%, REBAUDIOSIDE B 1.3%, REBAUDIOSIDE F 0.5%, DULCOSIDE A 0.2%, STEVIOLBIOSIDE 0.2%)","FA","breakdown-component","3","","","","","","","","","-","960a","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9818","N-0030885","น้ำมะเขือเทศเข้มข้นชนิดน้ำเชื่อม*(FRUITFLOW® I)(สธ 1010.4/9799 ลงวันที่ 9 กรกฎาคม 2564)","","AI","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9819","N-0030886","","PEACH AND LYCHEE FLAVORING (NATURE IDENTICAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9820","N-0030887","","ANNATTO EXTRACTS, BIXIN-BASED","FA","breakdown-component","3","","","","","","","","","-","160bi","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9821","N-0030888","","ANNATTO EXTRACTS, NORBIXIN-BASED","FA","breakdown-component","3","","","","","","","","","-","160bii","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9822","N-0030889","EPA และ DHA 10% จากผงน้ำมันปลาชนิดอื่น","EPA AND DHA 10% FROM UNNAMED FISH OIL POWDER","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9823","N-0030890","","PUMPKIN PIE SPICE FLAVORING (NATURAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9824","N-0030893","BASIC METHACRYLATE COPOLYMER* (สธ 1010/2464 ลงวันที่ 22 กุมภาพันธ์ 2565)","","FA","breakdown-component","3","","","","","","","","","24938-16-7","1205","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9825","N-0030894","","SODIUM POLYPHOSPHATE (AS PHOSPHORUS 29.5%)","FA","breakdown-component","3","","","","","","","","","-","452i","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9826","N-0030895","ผงสาหร่าย TETRASELMIS CHUII(TETRA SOD®)*(สธ 1010.4/147 ลงวันที่ 6 มกราคม 2565)","","AI","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9827","N-0030896","GLUCOAMYLASE* (สธ 1010.4/4240 ลงวันที่ 25 มีนาคม 2564)","","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9828","N-0030897","","MOLYBDENUM AMINO ACID CHELATE (0.1%)","NU","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9829","N-0030898","","L-ASCORBIC ACID (90%)","NU","breakdown-component","3","","","","","","","","","50-81-7","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9830","N-0030899","","CARMINES (PROVIDE CARMINIC ACID 51.5%)","FA","breakdown-component","3","","","","","","","","","1390-65-4","120","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9831","N-0030900","","SODIUM POLYPHOSPHATE (AS PHOSPHORUS 30.4%)","FA","breakdown-component","3","","","","","","","","","-","452i","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9832","N-0030901","","MICROBIAL METALLOPROTEINASES (PROTEASE) FROM BACILLUS SUBTILIS, VAR .","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9833","N-0030902","","STEVIOL GLYCOSIDES FROM STEVIA REBAUDIANA BERTONI (REBAUDIOSIDE A 85%, STEVIOSIDE 13%)","FA","breakdown-component","3","","","","","","","","","-","960a","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9834","N-0030903","","BITTER MASKER FLAVORING* (NATURE IDENTICAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9835","N-0030906","","SODIUM POLYPHOSPHATE","FA","breakdown-component","3","","","","","","","","","10124-56-8","452i","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9836","N-0030907","","MENTHOLYPTUS (MENTHOL AND EUCALYPTOL) FLAVORING (NATURAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9837","N-0030908","","STEVIOL GLYCOSIDES FROM STEVIA REBAUDIANA BERTONI (REBAUDIOSIDE A 45.84%, STEVIOSIDE 17.96%, REBAUDIOSIDE C 11.52%, REBAUDIOSIDE B 3.79%, REBAUDIOSIDE F 2.35%, REBAUDIOSIDE D 1.16%, REBAUDIOSIDE M 1%, STEVIOLBIOSIDE 0.98%, RUBUSOSIDE 0.48, DULCOSIDE A 0.24, OTHER STEVIOL GLYCOSIDES 9.81%)","FA","breakdown-component","3","","","","","","","","","-","960a","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9838","N-0030909","ผงน้ำต้มตับไก่","","ING","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9839","N-0030910","","STEVIOL GLYCOSIDES FROM STEVIA REBAUDIANA BERTONI (REBAUDIOSIDE A 60%, STEVIOSIDE 28%, REBAUDIOSIDE C 7.5%, REBAUDIOSIDE D 0.3%, REBAUDIOSIDE M 0.2%,)","FA","breakdown-component","3","","","","","","","","","-","960a","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9840","N-0030911","","EGG SHELL POWDER (PROVIDE CALCIUM 35 %)","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9841","N-0030912","","COENZYME Q10 (30%)","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9842","N-0030913","","CHITOSAN (91%)","AI","breakdown-component","3","","","","","","","","","9012-76-4","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9843","N-0030914","","CHROMIUM AMINO ACID CHELATE 50%","NU","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"สกุล THUNNUS และ KATSUWONUS PELAMIS (วงศ์ SCOMBRIDAE)"
"GENUS THUNNUS AND KATSUWONUS PELAMIS (FAMILY SCOMBRIDAE)"
"9845","N-0030916","","GRAPE SKIN EXTRACT (PROVIDE ANTHOCYANIN 2.5%)","FA","breakdown-component","3","","","","","","","","","-","163ii","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9846","N-0030917","","BROTH FLAVORING (ARTIFICIAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9847","N-0030918","","D-ALPHA-TOCOPHEROL (PROVIDES VITAMIN E 900 IU/G)","NU","breakdown-component","3","","","","","","","","","59-02-9","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9848","N-0030919","","GRILLED BEAN FLAVORING (NATURE IDENTICAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9849","N-0030920","INULINASE* (สธ 1010/3428 ลงวันที่ 11 มีนาคม 2565)","","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9850","N-0030921","4-ALPHA-GLUCANOTRANSFERASE* (สธ 1010.4/4146 ลงวันที่ 23 มีนาคม 2564)","","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9851","N-0030922","","CINNAMON  FLAVORING (ARTIFICIAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9852","N-0030923","BETA-AMYLASE* (สธ 1010.4/4145 ลงวันที่ 23 มีนาคม 2564)","","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9853","N-0030925","","SWEET FLAVORING* (NATURAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9854","N-0030926","","SWEET FLAVORING* (NATURE IDENTICAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9855","N-0030927","","SWEET FLAVORING* (ARTIFICIAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9856","N-0030928","BUTANE* (สธ 1010.4/1351 ลงวันที่ 28 มกราคม 2563)","","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9857","N-0030929","","KIWIFRUIT VINEGAR","ING","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9858","N-0030930","ISOBUTANE* (สธ 1010.4/1351 ลงวันที่ 28 มกราคม 2563)","-","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9859","N-0030931","PROPANE* (สธ 1010.4/1351 ลงวันที่ 28 มกราคม 2563)","-","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9860","N-0030932","BUTANE* (สธ 1010/2919 ลงวันที่ 2 มีนาคม 2565)","-","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9861","N-0030933","PROPANE* (สธ 1010/2919 ลงวันที่ 2 มีนาคม 2565)","-","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9862","N-0030934","","BAMBOO FIBER","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9863","N-0030935","หัวใจกวาง","VENISON HEART","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9864","N-0030936","ตับกวาง","VENISON LIVER","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9865","N-0031934","โปรตีนจากเมล็ดอัลมอนด์","ALMOND SEED PROTEIN","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9866","N-0031935","","STEVIOL GLYCOSIDES FROM STEVIA REBAUDIANA BERTONI (STEVIOSIDE 53.68%, REBAUDIOSIDE A 37.22%, REBAUDIOSIDE C 3.05%, REBAUDIOSIDE F  0.71%, REBAUDIOSIDE B 0.45%, STEVIOLBIOSIDE 0.41%, RUBUSOSIDE 0.29%, DULCOSIDE A 0.19%, REBAUDIOSIDE D 0.12%)","FA","breakdown-component","3","","","","","","","","","-","960a","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9867","N-0031936","ALPHA-AMYLASE* (สธ 1010/3927 ลงวันที่ 23 มีนาคม 2565)","","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9868","N-0031937","","CHAMOMILE FLOWER AND HONEY FLAVORING (NATURE IDENTICAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9869","N-0031938","GLUTAMINASE* (สธ 1010/3371 ลงวันที่ 10 มีนาคม 2565)","-","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9870","N-0031939","","OSMANTHUS FLAVORING (NATURE IDENTICAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9871","N-0031940","LIPASE* (สธ 1010/3061 ลงวันที่ 7 มีนาคม 2565)","-","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9872","N-0031941","","ZINC GLUCONATE (PROVIDE ZINC 12.8%)","NU","breakdown-component","3","","","","","","","","","4468-02-4","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9873","N-0031942","","YEAST BETA-GLUCAN 15%","AI","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9874","N-0031943","สารสกัดให้สีจากแครอตที่ผ่านกระบวนการเกิดคาราเมล (สีธรรมชาติ)","Colour from caramelized carrot extract (Natural Colour) Daucus carota L. ssp. sativus (Hoffm.) Arcang. ราก","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9875","N-0031946","COLA FLAVORING* (NATURAL FLAVORING) (สำหรับเครื่องดื่มที่มีหรือทําจากส่วนผสมที่ไม่ใช่ผลไม้ พืชหรือผัก ไม่ว่าจะมีก๊าซคาร์บอนไดออกไซด์หรือออกซิเจน ผสมอยู่ด้วยหรือไม่ก็ตาม ชนิดเข้มข้น หรือแห้ง เท่านั้น)","","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9876","N-0031947","EPA และ DHA 32.5% จากน้ำมันปลาชนิดอื่น","EPA AND DHA 32.5% FROM UNNAMED FISH OIL","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9877","N-0031948","STREPTOCOCCUS THERMOPHILUS* (สธ 1010/5577 ลงวันที่ 28 เม.ย. 2565)","","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9878","N-0031949","","CHAMOMILE FLOWER FLAVORING (NATURAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9879","N-0031950","ปลาช่อนทะเลย่าง","GRILLED COBIA","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9880","N-0031951","","CELLULASE AND BETA-GLUCANASE FROM TRICHODERMA REESEI","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9881","N-0031952","EPA และ DHA 78.75% จากน้ำมันปลาชนิดอื่นในรูปเอทิลเอสเตอร์เข้มข้นสูง","EPA AND DHA 78.75% FROM HIGHLY CONCENTRATED UNNAMED FISH OIL ETHYL ESTERS","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9882","N-0031953","น้ำตาลมะพร้าวก้อน","","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9883","N-0031954","น้ำตาลมะพร้าวผง","-","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9884","N-0031955","น้ำตาลมะพร้าวกึ่งแข็ง (น้ำตาลปี๊บ)","-","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9885","N-0031956","กระเทียมย่าง","ROASTED GARLIC","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9886","N-0031957","กลิ่นชามะลิ","JASMINE TEA FLAVORING (NATURE IDENTICAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9887","N-0031958","EPA และ DHA 55% จากน้ำมันปลาชนิดอื่นเข้มข้นสูง","EPA AND DHA 55% FROM HIGHLY CONCENTRATED UNNAMED FISH OIL","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9888","N-0031959","","D-ALPHA-TOCOPHEROL (PROVIDES VITAMIN E 1430 IU/G)","NU","breakdown-component","3","","","","","","","","","59-02-9","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9889","N-0031961","","WHITE GOURD FLAVORING / WINTER MELON FLAVORING (NATURE IDENTICAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9890","N-0031962","","YEAST BETA-GLUCAN 30%","AI","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9891","N-0031963","","CREAM SODA FLAVORING (NATURE IDENTICAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9892","N-0031964","","BERGAMOT FLAVORING (ARTIFICIAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9893","N-0031965","EPA และ DHA 60% จากน้ำมันปลาชนิดอื่นในรูปเอทิลเอสเตอร์เข้มข้น","EPA AND DHA 60% FROM CONCENTRATED UNNAMED FISH OIL ETHYL ESTERS","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9894","N-0031966","EPA และ DHA 8.1% จากน้ำมันปลาแซลมอนเพาะเลี้ยง (วงศ์ SALMONIDAE)","EPA AND DHA 8.1% FROM FARMED SALMON OIL (FAMILY SALMONIDAE)","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9895","N-0031967","มาร์ชแมลโลว์","MARSHMALLOW","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9896","N-0031968","กลิ่นกระวาน","LAUREL OIL FLAVORING / BAY SWEET OIL FLAVORING (NATURAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9897","N-0031969","EPA และ DHA 82% จากน้ำมันปลาชนิดอื่นเข้มข้นสูง","EPA AND DHA 82% FROM HIGHLY CONCENTRATED UNNAMED FISH OIL","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9898","N-0031970","","FOLIC ACID (87.8%)","NU","breakdown-component","3","","","","","","","","","59-30-3","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9899","N-0031971","L-HISTIDINE* (สธ 1010.4/20176 ลงวันที่ 18 ธันวาคม 2563)","","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9900","N-0031972","EPA และ DHA 50% จากน้ำมันปลาชนิดอื่นในรูปเอทิลเอสเตอร์เข้มข้น","EPA AND DHA 50% FROM CONCENTRATED UNNAMED FISH OIL ETHYL ESTERS","AI","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9901","N-0031973","พริกชี้ฟ้าคั่วบด","-","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9902","N-0031974","พริกขี้หนูแดงคั่วบด","-","ING","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9903","N-0031975","","GLUCOAMYLASE FROM RHIZOPUS ORYZAE, VAR.","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9904","N-0031976","","STEVIOL GLYCOSIDES FROM STEVIA REBAUDIANA BERTONI ( REBAUDIOSIDE A 51.2%, STEVIOSIDE 33.8%, REBAUDIOSIDE C 6.9%, REBAUDIOSIDE D 1.4%, REBAUDIOSIDE F 0.8%, REBAUDIOSIDE B 0.6%, STEVIOLBIOSIDE 0.3%, and RUBUSOSIDE 0.2%)","FA","breakdown-component","3","","","","","","","","","-","960a","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9905","N-0031977","","STEVIOL GLYCOSIDES FROM STEVIA REBAUDIANA BERTONI (REBAUDIOSIDE A 81.4%, STEVIOSIDE 9.0%, REBAUDIOSIDE C 2.4%,  REBAUDIOSIDE D 1.2%, REBAUDIOSIDE B 0.9%, REBAUDIOSIDE F 0.5%)","FA","breakdown-component","3","","","","","","","","","-","960a","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9906","N-0031978","","STEVIOL GLYCOSIDES FROM STEVIA REBAUDIANA BERTONI (REBAUDIOSIDE A 37.22% , REBAUDIOSIDE C 23.05% , STEVIOSIDE 20.05%, REBAUDIOSIDE B 13.45%, REBAUDIOSIDE F 0.71%, STEVIOLBIOSIDE 0.41%, REBUSOSIDE 0.29%, DULCOSIDE A 0.19%, REBAUDIOSIDE D 0.12%)","FA","breakdown-component","3","","","","","","","","","-","960a","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9907","N-0031979","","FRUCTOOLIGOSACCHARIDE (42%)","AI","breakdown-component","3","","","","","","","","","223122-07-4","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9908","N-0031980","","FRUCTOOLIGOSACCHARIDE (68%)","AI","breakdown-component","3","","","","","","","","","223122-07-4","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9909","N-0031981","ใยอาหารจากมะนาวเทศ","LEMON FIBER","AI","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9910","N-0031982","LUO HAN GUO EXTRACT* (สธ 1010.4/3306 ลงวันที่ 8 มีนาคม 2562)","","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9911","N-0031983","","SOJU FLAVORING* (ARTIFICIAL FLAVORING)","FL","breakdown-component","3","","","","","","","","","","","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9912","N-0031984","สารสกัดให้สีจากเลือดหมู (สีธรรมชาติ)","Colour from pig’s whole blood (Natural Colour) Sus scrofa domesticus เลือด","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"9913","N-0031985","สารสกัดให้สีจากเม็ดเลือดแดงหมู (สีธรรมชาติ)","Colour from pig’s red blood cell (Natural Colour) Sus scrofa domesticus เม็ดเลือดแดง","FA","breakdown-component","3","","","","","","","","","-","-","","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
